model_name,temperature,agent,taskName,required_items,taskDescription,detailedSetting,goalSetting,scoringSystem,ObjectsData,TaskID,name,TaskOrder,Agent,nObjects,userSetting
gpt-4o-2024-08-06,1,naive,Paper Throw Challenge,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Participants take turns attempting to throw a waste paper ball into a trash can from a designated distance.,Place the trash can at one end of the room. Position a chair at a distance of about 3 meters from the trash can. Participants take turns sitting on the chair and trying to throw the waste paper ball into the trash can.,The objective is to successfully throw the waste paper ball into the trash can as many times as possible within a set number of attempts.,Each successful throw counts as 1 point. Each participant has 5 attempts. The participant with the most points wins.,"['Waste paper ball', 'Trash can', 'Chair']",514,many_human13_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Kalimba Beat-Off,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]",Players take turns playing a tune on the kalimba. The goal is to impress the judge with the longest rhythm sequence within 60 seconds.,"One player uses the kalimba to perform, while the other acts as the judge and uses the clock to time the performance. After 60 seconds, roles are swapped for another round.",Create the most impressive beat or melody within the 60-second time frame.,The judge gives a score from 1 to 10 based on creativity and execution. The player with the highest score after both rounds wins.,"['Kalimba', 'Clock', 'Other people']",515,many_human13_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Book Tower Building,"[{'name': 'Book', 'quantity': 5}, {'name': 'Tray', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]",Individuals construct a stable tower using all available books on a tray.,Place the tray on one of the desks. Each participant receives five books and is tasked to build the tallest stable tower on the tray without toppling it for at least 10 seconds.,Build the tallest tower possible with the five books provided.,"Measure the height of the tower in centimeters. The tower must remain standing for 10 seconds to qualify scoring. The tallest successful tower wins. In the event of a tie, participants may rebuild in a new round.","['Book', 'Tray', 'Desk']",516,many_human13_1.0,2,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Kalimba Melody Challenge,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",Two participants take turns playing melodies on the Kalimba in a timed challenge to see who can play a recognizable or appealing tune.,Both participants sit around a desk where the Kalimba is placed. The notebook and pen are used to jot down their chosen tune ideas or retain the score. Each player is given a 2-minute slot to prepare and play their melody. The other person listens and evaluates.,The goal is to impress the listening participant with the most appealing melody within the time frame.,The listener assigns a score from 1 to 10 based on how pleasant or recognizable the melody is. The player with the highest score after both have played wins the challenge.,"['Kalimba', 'Other people', 'Notebook', 'Pen']",517,many_human14_1.0,0,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Waste Paper Ball Toss,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Cup', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Participants take turns attempting to throw a waste paper ball into a cup placed on a chair from a distance.,A chair is placed in the middle of the room with a cup on its seat. Participants take turns standing at a fixed distance from the chair and try to throw the waste paper ball into the cup.,Successfully throw the waste paper ball into the cup more times than your opponent within a set number of attempts.,Each successful throw scores 1 point. Each participant has 5 attempts. The participant with the highest score wins.,"['Waste paper ball', 'Cup', 'Chair']",518,many_human14_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Indoor Basketball Dribble Race,"[{'name': 'Basketball', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}, {'name': 'Pillow', 'quantity': 1}, {'name': 'Lamp', 'quantity': 1}]","A timed dribbling course using the basketball, maneuvering around obstacles set up in the room.",Set up the lamp and pillows at different points in the room to create a mini obstacle course. The clock is used to time the participant as they dribble the basketball around the obstacles and back to the starting point.,Complete the dribbling course in the shortest amount of time without knocking over any obstacles.,"Time the participant using the clock. For each obstacle hit, add a 5-second penalty to the total time. The participant with the fastest adjusted time wins.","['Basketball', 'Clock', 'Pillow', 'Lamp']",519,many_human14_1.0,2,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Kalimba Melody Challenge,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",Participants compose and play a simple melody on the kalimba while noting down their music sheet in a notebook.,The participant sits at a desk with the kalimba on the tray in front of them. The notebook and pen are placed nearby for easy reach. The participant is to compose a melody using the kalimba and write down the music notes in the notebook.,"Create and perform a unique melody within 10 minutes, noting it in the notebook clearly.","Points are awarded based on creativity (1-5 points), complexity of the melody (1-5 points), and clarity of the notation in the notebook (1-5 points). A perfect score is 15 points.","['Kalimba', 'Notebook', 'Pen']",520,many_human15_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Reading Relay,"[{'name': 'Book', 'quantity': 5}, {'name': 'Chair', 'quantity': 2}, {'name': 'Other people', 'quantity': 1}]","Two people take turns reading sections from five different books, aiming to read as many pages as possible in a set timeframe.","Place two chairs facing each other in the room with a small desk in between. Stack all five books on the desk. Each person sits in a chair, selecting books to read from in turn.",Read the most pages out loud within the 15-minute relay session.,One point per page read. The person with the most points at the end of the relay wins.,"['Book', 'Chair', 'Other people']",521,many_human15_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Trash Can Basketball,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Basketball', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",Participants try to throw a waste paper ball into the trash can using a basketball shooting motion.,"Place the trash can on one side of the room. Position a chair 5 feet away from the trash can. The person sits on the chair with the waste paper ball in hand, using the basketball to simulate a shooting stance.",Successfully throw the waste paper ball into the trash can as many times as possible in ten attempts.,"One point per successful shot. The maximum score is 10. Time can be recorded for tie-breakers, with the quickest to reach maximum points winning.","['Waste paper ball', 'Trash can', 'Basketball', 'Chair']",522,many_human15_1.0,2,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Block Tower Challenge,"[{'name': 'Building block', 'quantity': 5}, {'name': 'Desk', 'quantity': 1}, {'name': 'Timer', 'quantity': 1}]",Players use the building blocks to construct the tallest possible tower in a limited time.,Position a desk in the center of the room as the construction site. Place all five building blocks on the desk. The player stands or sits at the desk and uses the blocks to build a tower as high as possible. Use the clock to set a 2-minute timer for each round.,Build the tallest tower using all five blocks before the timer runs out.,Measure the height of the tower in blocks after each round. Each complete block in the height counts as 1 point. The player with the highest score after three rounds wins.,"['Building block', 'Desk', 'Clock']",523,many_human16_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Sock Basketball Toss,"[{'name': 'Trash can', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Potted plants', 'quantity': 1}]",Players attempt to throw the waste paper ball into the trash can from a set distance.,Place the trash can at one end of the room. Use the potted plant to mark a shooting line approximately 3 meters away from the trash can. Each player stands behind the line and tosses the waste paper ball to try and score a basket.,Score as many baskets as possible in a series of five tosses.,Each successful basket is worth 2 points. The player with the most points after five tosses wins the game.,"['Trash can', 'Waste paper ball', 'Potted plants']",524,many_human16_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Musical Memory Match,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Book', 'quantity': 3}, {'name': 'Dice', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","A memory game where players remember musical notes and book titles, then match them using dice rolls.","Select three books and place them on a desk. Assign a unique tune using a sequence of 3 notes on the kalimba to each book. On a notebook, write the book titles and the corresponding tunes. Roll a dice to determine the book to match (1-3), play the tune, and the player must recall and announce the correct book.",Correctly match the book titles with their corresponding tunes based on dice rolls.,Successfully matching the book with the correct tune awards 1 point. Play until each of the three books has been matched at least twice. The player with the highest score wins.,"['Kalimba', 'Book', 'Dice', 'Notebook', 'Pen']",525,many_human16_1.0,2,GPT-4o,5,human_many
gpt-4o-2024-08-06,1,naive,Chess Time Duel,"[{'name': 'Chess board&pieces', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]","Two players compete in a timed chess match, using the chess clock function on a standard clock to ensure quick decision-making and increase the game's intensity.","Set up the chess board on the rug for comfort. Place the clock beside the board to be visible to both players. Each player starts with a fixed amount of time on the clock, e.g., 15 minutes each. After making a move, the player must press the clock to stop their time and start the opponent's, mimicking a standard chess clock.","To checkmate the opponent within the allocated time, balanced by making effective moves quickly.","The winner is the first to checkmate the opponent. If neither player achieves checkmate, the player with more time remaining or the most pieces (weighted system: pawns=1, minor pieces=3, rook=5, queens=9) when time runs out wins.","['Chess board&pieces', 'Clock', 'Other people']",526,many_human17_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Dicey Building,"[{'name': 'Dice', 'quantity': 1}, {'name': 'Building block', 'quantity': 5}, {'name': 'Desk', 'quantity': 1}]","A solo or two-player game where the participant must build a tower using building blocks based on dice rolls, aiming for height and stability.","Place the building blocks on a desk. Roll the dice to determine how many building block pieces to add to the current stack. The dice dictates if the player places 1 or 2 blocks during their turn (1-3 means 1 block, 4-6 means 2 blocks).",To build the highest and most stable tower without it falling over.,Each block successfully placed scores 10 points. 50 bonus points if the tower withstands a gentle nudge from the player to test its stability. The game ends when the tower falls or all blocks are used.,"['Dice', 'Building block', 'Desk']",527,many_human17_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Pillow Fling Basket,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Basket', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}]","A creative solo or two-player game where participants use pillows to flick a paper ball into a basket, aiming for precision and creativity.",Place the basket a few meters away from the sofa. The waste paper ball starts on a pillow. The participant (or both taking turns) sits on the sofa and uses the pillow to catapult the paper ball towards the basket.,To successfully land the waste paper ball into the basket using only pillow flicks.,"Each successful basket scores 10 points. Every try receives a creativity bonus of up to 5 points, judged subjectively on style and difficulty. Highest overall score wins if playing against another.","['Pillow', 'Sofa', 'Waste paper ball', 'Basketball']",528,many_human17_1.0,2,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Dice Roll Race,"[{'name': 'Dice', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]","Two participants take turns rolling the dice to reach a target number. Each player records their scores after every roll, racing to meet or exceed the target first.",Set up the notebook and pen on one of the desks to track scores. Both participants sit around the desk. The dice is rolled in the tray to keep it from rolling away.,The first player to reach or exceed a cumulative total of 50 points wins the game.,"The total of each player's rolls is recorded. The first to reach at least 50 points wins, with rounds alternating between players.","['Dice', 'Notebook', 'Pen', 'Other people']",529,many_human18_1.0,0,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Chess Strategy Standoff,"[{'name': 'Chess board&pieces', 'quantity': 1}, {'name': 'Chair', 'quantity': 2}, {'name': 'Other people', 'quantity': 1}]",A strategic game of chess where each player competes to checkmate the other's king following standard chess rules.,Set the chessboard on a sofa-side desk. Place a chair on either side for the players. The chess pieces are arranged in the standard starting position.,The objective is to use strategy to put the opponent's king in checkmate before they do.,"The winner is the first to successfully checkmate their opponent. If the game ends in a stalemate, consider it a tie.","['Chess board&pieces', 'Chair', 'Other people']",530,many_human18_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Basketball Accuracy Challenge,"[{'name': 'Basketball', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Broom', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]","Use the basketball for long-range throws into the trash can, assisted by a broom, while competing with another person tossing waste paper balls.","Position the trash can at one end of the room. Stand the players at a starting line a few meters away. Each player alternates between attempting to score using the basketball and the waste paper ball, while a broom is used to retrieve or adjust the positions of missed throws to maintain game flow.",The goal is to score the most hits into the trash can from the designated line.,"Each successful basket with the basketball scores 3 points, while using the waste paper ball scores 1 point. The player with the highest score at the end of 10 rounds wins.","['Basketball', 'Waste paper ball', 'Broom', 'Trash can', 'Other people']",531,many_human18_1.0,2,GPT-4o,5,human_many
gpt-4o-2024-08-06,1,naive,Book Stack Challenge,"[{'name': 'Book', 'quantity': 5}, {'name': 'Desk', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","In this task, the player creates as many stable book stacks on the desk as possible within a time limit.","To start this task, place one desk in the center of the room. The goal is to use the five books to build the tallest and most stable vertical stacks on the surface of the desk. The participant records the height and stability of each stack in the notebook, using the pen for any notes or drawings.",The goal of this task is to stack the books as high as possible without the stack falling over.,"In this task, each successful stack earns points based on height—1 point per book used in the stack. A bonus of 5 points is awarded for any stack that remains stable for 30 seconds. The participant's total score is the sum of points from all valid stacks.","['Book', 'Desk', 'Notebook', 'Pen']",532,many_human19_1.0,0,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Chess Puzzle Relay,"[{'name': 'Chess board&pieces', 'quantity': 1}, {'name': 'Broom', 'quantity': 1}, {'name': 'Clock', 'quantity': 1}, {'name': 'Rug', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]","In this task, the player engages in a two-player challenge involving chess knowledge and quick reflexes.","To start this task, place the chess board on the rug. One player arranges a chess puzzle on the board, and the other player must solve the puzzle while sweeping a defined area with the broom for added difficulty. Use the clock to track time.",The goal of this task is to solve as many chess puzzles as possible within a 10-minute period while performing the broom task simultaneously.,"In this task, each successfully solved puzzle earns 10 points. If the player solves a puzzle in less than 3 minutes, they earn a bonus of 5 points. Total the points for a final score.","['Chess board&pieces', 'Broom', 'Clock', 'Rug', 'Other people']",533,many_human19_1.0,1,GPT-4o,5,human_many
gpt-4o-2024-08-06,1,naive,Kalimba Story Time,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Television (TV)', 'quantity': 1}]","In this task, the player composes a unique background tune on the kalimba while narrating a story.","To start this task, the participant sits on the sofa with the kalimba. Before starting, they write a brief story outline in the notebook using the pen. Once ready, they play a continuous melody on the kalimba while narrating their story. The TV is used as a simulated ""audience"" to maintain focus and engagement.",The goal of this task is to create an engaging and cohesive story accompanied by kalimba music within a 5-minute timeframe.,"In this task, a subjective scoring system by the set criteria: 10 points for creativity, 10 points for musical integration, and 10 points for narrative coherence. The maximum score is 30 points.","['Kalimba', 'Notebook', 'Pen', 'Sofa', 'TV']",534,many_human19_1.0,2,GPT-4o,5,human_many
gpt-4o-2024-08-06,1,naive,Kalimba Concert,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]","In this task, the player performs a mini concert playing the kalimba, while the other person rates the performance based on creativity, rhythm, and enjoyment.","To start this task, the player needs to set up a chair as a performance seat for the kalimba player. The audience, using the other chair, sits opposite the performer. The task takes place in a quiet corner of the room for the best acoustics.","The goal of this task is for the performer to play an engaging, 5-minute piece on the kalimba, showcasing creativity and rhythm.","In this task, the audience member scores the performance on three criteria: creativity (out of 10), rhythm (out of 10), and enjoyment (out of 10). The maximum score possible is 30 points.","['Kalimba', 'Chair', 'Other people']",535,many_human20_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Building Block Challenge,"[{'name': 'Building block', 'quantity': 5}, {'name': 'Tray', 'quantity': 1}, {'name': 'Desk', 'quantity': 1}]","In this task, the player using only one hand builds the tallest and most stable tower possible with five building blocks on the tray.","To start this task, the player needs to place the tray on a desk. Start with all five building blocks next to the tray. The challenge is only to use one hand to stack the blocks on the tray within the given time.",The goal of this task is for the player to construct the tallest tower possible using all building blocks without it toppling within 2 minutes.,"In this task, measure the height of the successful standing tower in centimeters. If the tower collapses, score zero points. Stability bonus: add 5 points if the tower remains standing for an additional 30 seconds after time is called.","['Building block', 'Tray', 'Desk']",536,many_human20_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Newspaper Basketball,"[{'name': 'Newspaper', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]","In this task, participants take turns throwing a waste paper ball into a trash can from a set distance, testing accuracy and consistency.","To start this task, the player needs to set up the trash can against one wall of the room. A chair is set 2 meters away from the trash can, serving as the throwing line. Each player gets five attempts using the waste paper ball shaped from the newspaper.",The goal of this task is to successfully throw the waste paper ball into the trash can from the specified distance as many times as possible in five attempts.,"In this task, each successful throw into the trash can scores 2 points. The player with the highest total score after all rounds wins. Ties are broken with a sudden-death throw-off.","['Newspaper', 'Waste paper ball', 'Trash can', 'Chair']",537,many_human20_1.0,2,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Waste Basket Toss,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Chair', 'quantity': 1}]",A fun game to test your basketball shooting skills using a waste paper ball and a trash can.,Place the trash can at a distance of approximately 3 meters from a chair. Sit on the chair and attempt to toss the waste paper ball into the trash can. Adjust the chair's position to increase or decrease the difficulty level.,Successfully throw the waste paper ball into the trash can as many times as possible from the seated position.,"Each successful shot into the trash can earns 1 point. You have 10 attempts, and the total score out of 10 will determine your accuracy level. A score of 8-10 is excellent, 5-7 is good, 3-4 is fair, and 0-2 needs improvement.","['Waste paper ball', 'Trash can', 'Chair']",538,many_human21_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Kalimba Tune Challenge,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]",This challenge involves composing and playing a short tune on the Kalimba and noting it down.,"Sit at a desk with the Kalimba, notebook, and pen in front of you. Spend 5 minutes creating a short tune. Once you have your tune, write down the sequence of notes in the notebook.",Compose a memorable and enjoyable tune on the Kalimba and successfully document it in the notebook.,"Rate your tune on a scale from 1-10 for creativity and enjoyment, with input from the other person in the room if available. A higher score reflects greater creativity and enjoyment.","['Kalimba', 'Notebook', 'Pen']",539,many_human21_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Mini Chess Tournament,"[{'name': 'Chess board & pieces', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]",Engage in a series of chess matches to determine the champion of the room.,Set up the chessboard on a desk and sit across from your opponent. Each player gets a turn to play one complete match. Use a clockwise or counterclockwise clock to time each player's movement if desired for added challenge.,Win the best out of three chess games to become the room's chess champion.,"Each game won awards 1 point. The first player to accumulate 2 points is declared the winner of the mini-tournament. If both players win a game and the third game is a draw, a bonus quick match determines the winner, with each player given 3 minutes for all moves.","['Chess board&pieces', 'Other people']",540,many_human21_1.0,2,GPT-4o,2,human_many
gpt-4o-2024-08-06,1,naive,Pillow Toss Challenge,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Basket', 'quantity': 1}]",Participants will take turns throwing a waste paper ball into a basket using a pillow to launch it.,Place one pillow on the floor next to a participant. Set the basket approximately 5 feet away on top of the rug. The other participant places the waste paper ball on the pillow and uses the ends of the pillow to launch the ball towards the basket.,The goal is to land the waste paper ball into the basket using the pillow. Each successful throw awards points.,Each successful basket earns the participant 3 points. The participant with the highest score after 5 rounds wins.,"['Pillow', 'Waste paper ball', 'Basketball']",541,many_human22_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Building Block Tower,"[{'name': 'Building block', 'quantity': 5}, {'name': 'Cup', 'quantity': 2}, {'name': 'Tray', 'quantity': 1}]",Participants compete to build the tallest stable tower using building blocks and cups within a limited time.,Set up the tray on one of the desks. Each participant has access to 5 building blocks and 2 cups. The task is to use these items creatively to build a tall and stable structure.,Construct the tallest tower possible without it toppling over by the end of the time limit.,Participants have 2 minutes to build their towers. Measure the height of each completed tower and award 1 point per inch of stable tower. The participant with the highest score wins.,"['Building block', 'Cup', 'Tray']",542,many_human22_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Melody Maker,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}]","Create and perform an original melody using the kalimba, then write down the composition in the notebook.","One participant plays the kalimba while seated at a desk, experimenting with notes and rhythms. They then write down important notes or melody sequences they want to remember in the notebook using the pen.",Compose a short melody and successfully transcribe it into the notebook. Pay attention to rhythm and note sequences.,"The composition will be played once completed. Another participant or judge will rate the melody's creativity and clarity on a scale from 1 to 10. The higher the score, the better the performance.","['Kalimba', 'Notebook', 'Pen']",543,many_human22_1.0,2,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Literary Relay,"[{'name': 'Book', 'quantity': 5}, {'name': 'Chair', 'quantity': 2}, {'name': 'Other people', 'quantity': 1}]",A two-person reading relay race where participants read aloud alternately from different books placed around the room.,"Position five books around the room, each next to a chair where participants will sit while reading. The two participants will start at opposite corners of the room. When the first person finishes reading a page from a book, they signal the other person to read from another book, seated at the next nearest chair.",The goal is to finish reading all five pages from the five books first.,"The first person to read all five book pages aloud correctly wins the relay and scores 5 points. If both participants finish at the same time, clarity and expressiveness of reading determine the winner, rated on a 1-5 scale by personal judgment.","['Book', 'Chair', 'Other people']",544,many_human23_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Building Block Balance,"[{'name': 'Building block', 'quantity': 5}, {'name': 'Tray', 'quantity': 1}, {'name': 'Pillow', 'quantity': 2}]",Players stack building blocks on a tray balanced on a pillow and try to achieve the highest stack without toppling it.,"Place two pillows on the floor to form a base, then place a tray on top of the pillows. One player will attempt to stack all five building blocks on the tray without causing it to fall over.",Successfully balance all blocks without the tray or blocks falling.,"Each block successfully placed adds 1 point. Maximum achievable points per round are 5. The session can include multiple rounds, and the highest total score determines the winner.","['Building block', 'Tray', 'Pillow']",545,many_human23_1.0,1,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Dice Basketball Challenge,"[{'name': 'Dice', 'quantity': 1}, {'name': 'Basketball', 'quantity': 1}, {'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",Roll the dice to determine how far from the trash can you will attempt to throw a basketball or paper ball.,"Place the trash can at one end of the room. The player rolls the dice to determine the distance (2, 4, 6 feet, etc., based on a 1-feet equivalent per point on the dice). Attempt to throw either the basketball or paper ball into the trash can from the designated distance.",Successfully score into the trash can from the predetermined distance.,"Successfully scoring a shot equals the points rolled on the dice (e.g., a successful 4-feet throw equals 4 points). The total score is calculated over five rounds. The maximum score after five rounds determines the winner.","['Dice', 'Basketball', 'Waste paper ball', 'Trash can']",546,many_human23_1.0,2,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Basket Toss Challenge,"[{'name': 'Basketball', 'quantity': 1}, {'name': 'Tray', 'quantity': 1}, {'name': 'Chair', 'quantity': 2}]",Test your aim and coordination by trying to toss the basketball into the tray from a set distance.,"Place the tray on one chair across the room, ensuring it is stable. Set another chair at a designated throw line that is about 6 feet away from the tray. Sit on this chair to throw the basketball, taking turns if playing with another person.",Successfully toss the basketball into the tray as many times as possible within 5 attempts.,Award 1 point for each successful shot where the basketball lands and stays in the tray. The player with the most points after all attempts wins.,"['Basketball', 'Tray', 'Chair']",547,many_human24_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Building Block Balance,"[{'name': 'Building block', 'quantity': 5}, {'name': 'Tray', 'quantity': 1}, {'name': 'Sofa', 'quantity': 1}, {'name': 'Other people', 'quantity': 1}]",A precision game where you and a partner take turns building the tallest tower of blocks on a tray situated on the sofa without toppling over.,Sit comfortably on the sofa and place the tray securely on the seat between you and the other participant. Use the building blocks to construct the highest tower possible on the tray.,Build the tallest and most stable tower using all the blocks without it falling over within your turn of 2 minutes.,"Each successfully added block to the tower adds 2 points. If the tower collapses, you score only points for the blocks before it fell. The participant with the highest score at the end of the game wins.","['Building block', 'Tray', 'Sofa', 'Other people']",548,many_human24_1.0,1,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Pillow Bowling Bonanza,"[{'name': 'Pillow', 'quantity': 2}, {'name': 'Tennis ball', 'quantity': 1}, {'name': 'Bowl', 'quantity': 4}, {'name': 'Rug', 'quantity': 1}]","Engage in a mini-bowling game using household items, aiming to knock over the bowls set on a rug with a tennis ball.",Arrange the 4 bowls in a diamond formation at one end of the rug. Use two pillows to create a lane leading up to the bowls. Stand at the opposite end of the rug to roll the tennis ball.,Use the tennis ball to knock over as many bowls as possible in two attempts per turn.,"1 point is awarded for each bowl knocked over. After three rounds, tally the scores. The player with the most points at the end of all rounds wins the game.","['Pillow', 'Tennis ball', 'Bowl', 'Rug']",549,many_human24_1.0,2,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Newspaper Basket Toss,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}, {'name': 'Newspaper', 'quantity': 1}]","Use the waste paper ball to score points by tossing it into the trash can, using the newspaper as a distracting barrier.","Place the trash can at one end of the room. Unfold the newspaper and hold it in front of the trash can, allowing it to act as a visual disturbance. Stand a specific distance away (about 3 meters if possible) and attempt to throw the waste paper ball into the trash can.",Successfully throw the waste paper ball into the trash can through the newspaper barrier.,Each successful throw is worth 3 points. Use five attempts; the maximum score is 15 points.,"['Waste paper ball', 'Trash can', 'Newspaper']",550,many_human25_1.0,0,GPT-4o,3,human_many
gpt-4o-2024-08-06,1,naive,Kalimba Melody Challenge,"[{'name': 'Kalimba', 'quantity': 1}, {'name': 'Notebook', 'quantity': 1}, {'name': 'Pen', 'quantity': 1}, {'name': 'Dice', 'quantity': 1}]","Roll the dice to determine the number of different notes to use in creating a short melody, then compose and perform it using the kalimba.","Sit with the kalimba, notebook, and pen at a desk. Roll the dice to determine the number of notes (up to 6, corresponding to numbers 1 through 6). Using the notebook and pen, write down and compose a short melody using the specified number of notes on the kalimba, and then perform it.",Create and perform a coherent melody using the number of notes dictated by the dice roll.,"Each melody is judged on creativity (1-5 points), coherence (1-5 points), and performance quality (1-5 points). The maximum score is 15 points.","['Kalimba', 'Notebook', 'Pen', 'Dice']",551,many_human25_1.0,1,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Chair Tower Balance,"[{'name': 'Chairs', 'quantity': 4}, {'name': 'Pillow', 'quantity': 2}, {'name': 'Cup', 'quantity': 2}, {'name': 'Tray', 'quantity': 1}]",Balance various items on a stack of chairs to create a stable tower without toppling it.,"Stack the chairs in an interlocking manner to form a stable base. Carefully place the pillows on the top chair, then try to balance the tray by setting the cups on it without falling. Adjust items for balance and height.",Successfully balance the items without any of them falling over.,Successfully stacked tower without any falls earns 10 points. Lost 2 points for each item that falls. A perfect tower remains at 10 points maximum.,"['Chair', 'Pillow', 'Cup', 'Tray']",552,many_human25_1.0,2,GPT-4o,4,human_many
gpt-4o-2024-08-06,1,naive,Paper Toss Challenge,"[{'name': 'Waste paper ball', 'quantity': 1}, {'name': 'Trash can', 'quantity': 1}]",Test your aim by tossing a paper ball into a trash can from various distances.,"Place the trash can at a starting distance of 1 meter from where you will stand. The participant stands on a stable surface and attempts to throw the waste paper ball into the trash can. After each successful toss, the participant moves back one step, increasing the distance for the next throw.",The goal is to successfully toss the paper ball into the trash can from the greatest distance possible.,Points are awarded based on successful toss distances: 1 point for tosses at 1-meter increments. The person with the most points after five attempts wins.,"['Waste paper ball', 'Trash can']",553,many_human26_1.0,0,GPT-4o,2,human_many
